wav	words	duration
time_dropout-c51c9866-2f0d-4110-9272-912758c5e965.wav	سيد دكتور	3.7282766439909296
frequency_dropout-eb96d8ec-5a1f-4fe9-b66a-dfbdc3cb734a.wav	راس خادم نادي الكتاب	3.3364399092970523
d62a8441-4461-4574-b559-b42283cb3eb7.wav	صاحب قلب طيب	2.9010657596371883
frequency_dropout-78473a96-b964-40fc-a6b0-ff19a482715c.wav	تنزيل حويجات	4.412721088435374
1226e9f7-abe9-442a-bca0-2c8a430f10dd.wav	وادي النار مشاهده التلفاز حكايه	5.469773242630385
speed_perturbation-ccf68ba6-dd41-437a-95bb-0f2a9fe08fa4.wav	في نفس البلاط اللي تم الادلال الجدير من طرف الشريف ام زين	6.108321995464853
frequency_dropout-2e1fc7e4-9d98-41dd-91c8-9813a355588a.wav	سعد	2.3495918367346937
frequency_dropout-1c36c7e7-7ecf-4a3a-b819-c96e29fea15e.wav	مع الوقت كلف	2.8575283446712016
frequency_dropout-642f33d1-595f-4798-bfe9-49d2f48c7fa7.wav	الله يمهل ولا يهمل	3.510589569160998
time_dropout-5d9389e2-0553-479e-928a-6d610f762493.wav	معرفتش	0.8
speed_perturbation-e0f30a72-5502-4f57-bc35-d66f7f278755.wav	سبعطاش	1.1
649282ec-dc3d-4867-98b4-14567a387fcf.wav	ايش عندهم بغيت تخلع وسهلين امر بس خلي والعطرك يطلعوا السفينه	6.209909297052153
fae7b412-096e-445a-b701-cccf8181f875.wav	اطرد واحد فينا مليونير	3.9604761904761903
augmentation_lobe-6043cf02-8346-4a63-bbca-ee665ad27a82.wav	كنت واقف جنب الباب	2.9446031746031744
time_dropout-072f64db-87c6-4a50-bfaa-97ead086a69d.wav	قدرها وتحترمها وتتركها الله عليها	4.43938775510204
speed_perturbation-ef2c401b-6563-45bb-b733-57cd25c1d2bd.wav	كل واحد يقول	3.017165532879819
speed_perturbation-9faa0b90-588b-4051-bbf5-ab90bf960e10.wav	الموت هاتولي واحد حاجه منها ابن ادم	5.252086167800454
frequency_dropout-c7eb4ffc-f52b-4097-bfc6-a9e37edc6af8.wav	اف جي	3.060702947845805
frequency_dropout-bbc22c9d-37c7-4426-8069-e759bd81480f.wav	ممكن تعيطي ليها في لبورطابل	2.2
frequency_dropout-a267a6f1-29dc-4a1f-b151-fc644a58f2eb.wav	قد يحرقون ترقد مساحه سوق قصر الكبير	4.93281179138322
augmentation_lobe-377cd7ce-17a9-47b8-87c9-33f24276f800.wav	زيد عيال ما كان ديالو عندهم خلهم يقل بوستات سعود	5.310136054421768
frequency_dropout-c918b0e1-4855-43db-9499-42e927370c7c.wav	اغاني صنعاني	2.52374149659864
speed_perturbation-8032d555-0c61-4a40-91eb-8f7129afbb3d.wav	هذه تتمحن	2.7124036281179142
frequency_dropout-f3168181-d6c5-4d6c-a7c0-dd69d46bf52d.wav	شهر تمنية	1.1
frequency_dropout-3e316710-4abd-4304-97e0-79253dc564bb.wav	جوج	1.0
frequency_dropout-4d218488-abce-4d55-b13b-44cdb6bffa8c.wav	انا كافيني ساره حالي	3.486666666666667
speed_perturbation-e3afd0cd-a73c-4d36-b86e-67b596273d35.wav	بدري ولد المدينه كانوا يطلعوا عليه	4.366825396825397
frequency_dropout-4e9e9bc2-5e79-4ef0-a40b-4298730a6234.wav	يطيح واحد اخر	3.104240362811791
speed_perturbation-e12df5b5-c7df-4b75-ba7e-fa2673f5de05.wav	سالم	3.3153514739229024
augmentation_lobe-0f4b4583-bce1-4791-b925-64f4061a5e5f.wav	تحب ستكون الموازي في بلاد مطير مع المرض	4.279750566893424
speed_perturbation-87d034b7-1689-47a9-a394-b81dd7d1da34.wav	ولا من رمضان من الشارع	4.337666666666666
clipping-405705fa-1c46-4e28-94ec-b3b6f15e2d0f.wav	واحد كبير	2.248004535147392
speed_perturbation-04960652-a37a-492c-887f-b82115f935d7.wav	وينك يا كليب تكبر باللي حقي	4.241496598639456
time_dropout-a4454af4-70a0-4a57-a85e-aecd75a322b7.wav	واحد من بدري الله بينزل	4.744149659863947
clipping-bab7cba2-45a4-4a49-a377-96030db374de.wav	العمليات من حيدر	3.5787074829931966
1da2e948-6ebb-4b7d-9321-bb42e693f3d8.wav	مأيو	0.7
time_dropout-686eee33-7fae-4096-a19c-af632d341c26.wav	الخونه القوليه السميحي كان في اربعه السقف	5.553560090702947
augmentation_lobe-1e77efa4-bc24-4851-aefc-0ddd5281b9b1.wav	يقبلوني شويه	2.538253968253968
augmentation_lobe-48935931-e362-4847-bce2-60e0ca0f49af.wav	الخمر يسبب	4.478666666666666
augmentation_lobe-6a3cbd97-86d8-411c-b190-dd6ca774acd8.wav	اسمي عبد الله	2.697891156462585
frequency_dropout-9a888b0c-c7e3-4e7f-8ea0-5c1db0c39e5b.wav	الناس هذه اليومين منخرش وهي مو هي بنت تكمل قراءه	5.9347165532879815
7a28db53-075f-4866-91cb-d222b2d184a6.wav	البديل رومن اللي وقعت بين الحركتين	5.789047619047619
augmentation_lobe-eddeec71-3dc7-4e50-87ab-c05a1986062a.wav	علاج	2.3641043083900226
clipping-ad3312ba-92e9-4b24-a6ee-91e0785caa53.wav	ابطال ارسل يفديك الفارقه والزوامل فوق شادين فيهم النايل سات	5.252086167800454
augmentation_lobe-675f031b-c507-4863-abab-bb85484f0003.wav	النار	2.915578231292517
speed_perturbation-227d4ede-bee0-44ef-a38e-303f18d938e8.wav	اكيز رفيحي اطفال شمال	4.105600907029478
1e79020e-a66d-4bd4-ba5a-45aaff79f9ac.wav	عامر	2.973628117913832
speed_perturbation-7b1c3b9c-3044-417f-81b6-56dfd7d33ca1.wav	زهقت من قبل بالزبده اشكال التعذيب	4.57
clipping-d39c40fe-2663-4dcc-a9bb-87ddc99e1a0f.wav	بتسكن حسب الطلبات	3.496077097505669
speed_perturbation-2ecd6936-6380-48e5-97d2-2b11bbdd1b11.wav	الاحمر الشقه اللي حددت اليه ونحن شارك في بناء مدينه مكناس	5.571360544217686
augmentation_lobe-056a4332-823e-4eff-b81a-d0f3d0f26760.wav	نحن في عطلة	1.0
frequency_dropout-34b22e66-16ee-4e67-8b88-cdda3a1e55d2.wav	كنسكن هنا	0.9
augmentation_lobe-1e3fcef4-25ec-4548-8075-7868e5b307bb.wav	ممكن نكون جاي في الطريق	3.2783900226757368
augmentation_lobe-6168221e-446f-4ec2-ae15-844061072416.wav	محمد حلب حلوه كذاب	3.6106666666666665
time_dropout-3a8d08cc-f395-43f7-8a11-e3571da358de.wav	سمك التونه منفصل بالي انا وجميع الاسره والعبيد	4.961836734693877
b09e72ae-882f-4e70-a160-07fd381539b8.wav	اخرجوا برا	2.8575283446712016
time_dropout-854ffe61-6ca0-4980-9c76-14d8d1b3d98c.wav	اخوك	2.4366666666666665
time_dropout-87f0aaf4-ecb1-443e-9d82-6613b2b977bb.wav	كل الكفار في مكانه	3.4235147392290246
augmentation_lobe-917452f2-c7dd-4375-9754-4bb1876defae.wav	الدرب نيوز	5.331666666666667
10a7c80b-3e44-41df-a34d-c908a607dac3.wav	سيرجن كذا وكذا	3.1609750566893418
clipping-e519e24b-702f-44d9-85d3-ca69c06f6eba.wav	من وراء الاذن	4.585666666666667
frequency_dropout-3a44c999-3c33-4b16-b1e9-c68624cf0015.wav	يا ابن الاخت فاطمه	3.9517006802721086
clipping-9b24c9c9-81e7-42f5-8197-756cdcddac4e.wav	موس	0.7
time_dropout-9584ad91-ace5-4869-9cc5-3a26eacfc493.wav	وهذا امر طبيعي	2.9010657596371883
clipping-f185af39-de73-4ca0-a9d5-42e1f2c84bab.wav	ولكن كل شيء مضوجه	3.670226757369615
speed_perturbation-da19c66a-1984-4ceb-8db9-0db7edec80c1.wav	ايه	0.7
time_dropout-5e3c97a6-44b6-4249-92e0-5a6bfdba7fca.wav	خمسطاش	1.0
clipping-644f5190-9387-423b-b90f-6f97fcfe4511.wav	جروب شيشه	2.8575283446712016
augmentation_lobe-0ff3605a-efc0-4016-a0f5-1ef9f0e744ba.wav	تلخص ما عنديش ما عنديش الخوص	5.463696145124716
4872d71d-f1d0-40f8-a020-03d4cf030966.wav	سرور في حي الجسر	3.070666666666667
frequency_dropout-6d80f674-3378-46e8-a5af-ef03c01f0dbd.wav	تمنية	0.6
time_dropout-09129caa-7705-48bf-b5f8-6fc80a77111f.wav	تشكيله بساكيت جيب فطور راضي الكونترول المحابس يوم	5.310136054421768
speed_perturbation-cfec30a2-b60b-441c-bbf4-35c5e9af3d38.wav	وهذه كم صوره ويجي	4.437666666666667
clipping-ef6b207a-5d8b-44ad-a86f-493ab66ea31d.wav	ولا كبير	2.915578231292517
clipping-b6f5943a-31c8-4757-9e64-5f5d5a35c837.wav	مساكين	3.539614512471655
time_dropout-1edcda32-2a45-406b-b140-f345da05615f.wav	كلام راكان قناه الاحواز اه كان سلاح معه	4.758662131519276
clipping-6300a7c5-6dae-4ec0-8107-4597b77b6d82.wav	كرهت يا بنادم الله	3.1332653061224485
time_dropout-d190672f-797f-46c5-bf63-209a6f3b5735.wav	تفتيح سفنتين شوف كيف شكل يتحرك	4.381337868480726
augmentation_lobe-61119be7-89ec-4e7e-8be7-a64683cfe257.wav	كان عندنا وحده	4.6715873015873015
time_dropout-fdc070a9-8a40-44ee-aec6-951429cf233a.wav	نقدر نقول لا	2.4656916099773243
time_dropout-f7b9e2f1-1f2b-4bc1-a5e5-fa542dfb80cf.wav	قد يمكن فينك يا بنت الناس من بلاصه وحده	5.019886621315194
speed_perturbation-1e79020e-a66d-4bd4-ba5a-45aaff79f9ac.wav	عامر	2.973628117913832
augmentation_lobe-ad116b1b-8a35-49e1-b978-48e1cffedfed.wav	عفوا	3.8879138321995454
6f6ec055-fffd-4aef-926c-acd3b99042c2.wav	بس عشره ايام	2.668866213151928
frequency_dropout-0e4f13f0-b250-4929-9e6c-e39c12ce8c19.wav	خطه ذكيه في هجمه سريعه كاس من الجيش دير اسبانيا	5.803560090702947
time_dropout-7dbbbf7a-1d81-44b9-b2ae-da7eb806fd5b.wav	مش يوديك اللي في المشكله	3.554126984126984
clipping-3189415b-f030-4ba8-9e35-6ef89563f9ee.wav	استعمل اول واحد في حياتي	3.394489795918368
38d7173d-703b-40d1-a472-cb94da922656.wav	عزوز شكل عامر	3.474666666666667
clipping-1dabdb16-e44a-47c5-83ff-0fc283a5edbb.wav	الوليد	3.0056666666666665
augmentation_lobe-05d37e40-5d8a-4f6b-8e31-6447b90c80d4.wav	اسعدك الناس ما	3.0026530612244904
clipping-e38fa51d-9c23-4f1c-b19a-51dfe7cda08a.wav	ايش تتكلم مع الام ده تقول لك امي	6.120666666666668
frequency_dropout-85c3acde-7d03-4edd-b2fd-ecd86ab31bd2.wav	قلت لك اثنين	3.8916666666666666
augmentation_lobe-62b243bb-362d-44a4-a649-ee456a5ac7c6.wav	عياده الدكتور سامر	4.009954648526077
clipping-2671fc1f-6525-4f2d-b313-f5447f07c978.wav	ممكن تعيط ليها في البورطابل	1.8
6066271b-72ab-4cfd-860b-5bf22bfd4b84.wav	ابو القعقاع	3.1622902494331067
82244066-db5d-4c49-9bc4-85d4df25293f.wav	حط اليدين فوق الراس	3.1477777777777787
frequency_dropout-93266124-9d41-40eb-8c42-39e29dfb28b3.wav	تسعطاش	0.9
clipping-3f490059-aba5-4659-a0d0-76ad10ca05f1.wav	شوف احجي	3.1477777777777787
clipping-10420cbd-fc6b-420e-a407-c9c0666e4432.wav	عشر تخربط من نار حضر الاعدام	4.6715873015873015
speed_perturbation-14263499-0b22-4d46-852a-e3ab818095db.wav	القران	3.060702947845805
9d280768-cd4d-44fc-8e5c-e9dba9e99f0a.wav	وجود خيوط في الدم	3.060702947845805
frequency_dropout-783098ea-32d9-4828-96a5-49166974535c.wav	انا في عطلة	1.0
augmentation_lobe-24dcceb3-7143-44e8-8f3f-d0bf138d3413.wav	قاعة لجتماعات	1.3
509cc649-0c0a-4731-b77c-b84430149aa8.wav	الوقت كان شويه	3.3676666666666666
time_dropout-199e2605-23f3-4dc6-a0db-1cd7f65292ac.wav	مكينه	2.4511791383219954
